Airline Service Quality Performance System : Airport View : BTS TranStats : Causes Of NAS Delay (Minutes),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
From 01/2000 To 12/2018 : ASPM Flights,,,,,,,,,,,,,,,,
Facility,Date,Wx,Vol,Eqpt,Rwy,Oth,Total,,,,,,,,,
PIA,Jun-05,13,1,0,1,0,15,,,,,,,,,
PIA,Jul-05,14,2,0,0,0,16,,,,,,,,,
PIA,Aug-05,6,1,0,0,3,10,,,,,,,,,
PIA,Sep-05,10,2,0,2,1,15,,,,,,,,,
PIA,Oct-05,8,0,0,0,0,8,,,,,,,,,
PIA,Nov-05,18,4,0,1,3,26,,,,,,,,,
PIA,Dec-05,18,1,0,0,2,21,,,,,,,,,
PIA,Jan-06,12,2,1,0,0,15,,,,,,,,,
PIA,Feb-06,13,2,0,1,1,17,,,,,,,,,
PIA,Mar-06,15,2,0,0,0,17,,,,,,,,,
PIA,Apr-06,11,4,0,0,0,15,,,,,,,,,
PIA,May-06,20,3,0,0,1,24,,,,,,,,,
PIA,Jun-06,15,4,0,2,0,21,,,,,,,,,
PIA,Jul-06,11,4,0,0,1,16,,,,,,,,,
PIA,Aug-06,18,5,0,1,0,24,,,,,,,,,
PIA,Sep-06,16,3,0,7,0,26,,,,,,,,,
PIA,Oct-06,16,1,0,10,0,27,,,,,,,,,
PIA,Nov-06,10,5,0,2,0,17,,,,,,,,,
PIA,Dec-06,16,4,1,1,0,22,,,,,,,,,
PIA,Jan-07,12,3,0,2,0,17,,,,,,,,,
PIA,Feb-07,15,6,0,3,1,25,,,,,,,,,
PIA,Mar-07,9,4,0,0,0,13,,,,,,,,,
PIA,Apr-07,12,3,1,0,0,16,,,,,,,,,
PIA,May-07,13,2,0,0,1,16,,,,,,,,,
PIA,Jun-07,21,1,1,1,0,24,,,,,,,,,
PIA,Jul-07,20,1,0,1,0,22,,,,,,,,,
PIA,Aug-07,17,3,1,2,0,23,,,,,,,,,
PIA,Sep-07,5,1,0,3,3,12,,,,,,,,,
PIA,Oct-07,9,5,0,0,1,15,,,,,,,,,
PIA,Nov-07,6,5,1,1,0,13,,,,,,,,,
PIA,Dec-07,26,4,0,0,1,31,,,,,,,,,
PIA,Jan-08,16,9,0,0,0,25,,,,,,,,,
PIA,Feb-08,24,4,0,1,0,29,,,,,,,,,
PIA,Mar-08,20,1,0,1,0,22,,,,,,,,,
PIA,Apr-08,25,16,3,0,5,49,,,,,,,,,
PIA,May-08,14,3,0,3,0,20,,,,,,,,,
PIA,Jun-08,31,1,0,0,0,32,,,,,,,,,
PIA,Jul-08,18,4,0,2,0,24,,,,,,,,,
PIA,Aug-08,8,1,0,0,0,9,,,,,,,,,
PIA,Sep-08,7,2,0,0,2,11,,,,,,,,,
PIA,Oct-08,1,0,0,6,0,7,,,,,,,,,
PIA,Nov-08,9,5,0,0,2,16,,,,,,,,,
PIA,Dec-08,31,5,0,2,2,40,,,,,,,,,
PIA,Jan-09,49,26,0,0,0,75,,,,,,,,,
PIA,Feb-09,12,7,0,2,0,21,,,,,,,,,
PIA,Mar-09,18,2,0,0,0,20,,,,,,,,,
PIA,Apr-09,7,5,0,2,0,14,,,,,,,,,
PIA,May-09,11,5,0,0,0,16,,,,,,,,,
PIA,Jun-09,15,0,0,0,0,15,,,,,,,,,
PIA,Jul-09,16,6,0,1,0,23,,,,,,,,,
PIA,Aug-09,16,5,0,1,0,22,,,,,,,,,
PIA,Sep-09,4,5,0,0,0,9,,,,,,,,,
PIA,Oct-09,14,0,0,2,0,16,,,,,,,,,
PIA,Nov-09,1,2,0,0,0,3,,,,,,,,,
PIA,Dec-09,40,0,0,0,2,42,,,,,,,,,
PIA,Jan-10,13,8,0,0,0,21,,,,,,,,,
PIA,Feb-10,16,3,0,0,3,22,,,,,,,,,
PIA,Mar-10,14,0,0,0,0,14,,,,,,,,,
PIA,Apr-10,13,1,0,0,0,14,,,,,,,,,
PIA,May-10,11,4,0,2,0,17,,,,,,,,,
PIA,Jun-10,16,2,0,2,5,25,,,,,,,,,
PIA,Jul-10,14,2,0,0,0,16,,,,,,,,,
PIA,Aug-10,30,0,0,0,0,30,,,,,,,,,
PIA,Sep-10,27,4,0,0,0,31,,,,,,,,,
PIA,Oct-10,3,0,0,0,0,3,,,,,,,,,
PIA,Nov-10,5,3,0,0,0,8,,,,,,,,,
PIA,Dec-10,18,7,0,0,7,32,,,,,,,,,
PIA,Jan-11,7,0,3,0,0,10,,,,,,,,,
PIA,Feb-11,11,0,0,0,0,11,,,,,,,,,
PIA,Mar-11,4,4,0,0,0,8,,,,,,,,,
PIA,Apr-11,19,7,0,0,0,26,,,,,,,,,
PIA,May-11,10,0,0,0,0,10,,,,,,,,,
PIA,Jun-11,8,2,0,0,0,10,,,,,,,,,
PIA,Jul-11,8,0,0,0,0,8,,,,,,,,,
PIA,Aug-11,9,0,0,0,0,9,,,,,,,,,
PIA,Sep-11,7,5,0,0,0,12,,,,,,,,,
PIA,Oct-11,4,0,0,0,0,4,,,,,,,,,
PIA,Nov-11,5,0,0,0,0,5,,,,,,,,,
PIA,Dec-11,7,3,0,0,0,10,,,,,,,,,
PIA,Jan-12,8,0,0,0,5,13,,,,,,,,,
PIA,Feb-12,7,0,0,0,0,7,,,,,,,,,
PIA,Mar-12,7,0,0,0,0,7,,,,,,,,,
PIA,Apr-12,15,0,0,0,0,15,,,,,,,,,
PIA,May-12,7,0,0,0,0,7,,,,,,,,,
PIA,Jun-12,11,6,0,0,0,17,,,,,,,,,
PIA,Jul-12,12,4,0,0,0,16,,,,,,,,,
PIA,Aug-12,11,4,2,0,0,17,,,,,,,,,
PIA,Sep-12,3,6,0,0,0,9,,,,,,,,,
PIA,Oct-12,2,4,0,0,2,8,,,,,,,,,
PIA,Nov-12,21,0,0,0,0,21,,,,,,,,,
PIA,Dec-12,9,3,0,0,0,12,,,,,,,,,
PIA,Jan-13,19,13,0,0,4,36,,,,,,,,,
PIA,Feb-13,18,0,4,2,0,24,,,,,,,,,
PIA,Mar-13,14,27,0,5,5,51,,,,,,,,,
PIA,Apr-13,47,4,0,19,4,74,,,,,,,,,
PIA,May-13,9,7,0,2,0,18,,,,,,,,,
PIA,Jun-13,29,13,0,6,2,50,,,,,,,,,
PIA,Jul-13,26,4,0,0,5,35,,,,,,,,,
PIA,Aug-13,12,10,0,0,0,22,,,,,,,,,
PIA,Sep-13,4,8,0,3,0,15,,,,,,,,,
PIA,Oct-13,11,9,0,0,0,20,,,,,,,,,
PIA,Nov-13,10,16,0,0,0,26,,,,,,,,,
PIA,Dec-13,15,27,0,0,0,42,,,,,,,,,
PIA,Jan-14,28,9,0,0,0,37,,,,,,,,,
PIA,Feb-14,5,4,0,0,0,9,,,,,,,,,
PIA,Mar-14,5,23,0,0,0,28,,,,,,,,,
PIA,Apr-14,12,4,0,0,2,18,,,,,,,,,
PIA,May-14,11,2,0,0,3,16,,,,,,,,,
PIA,Jun-14,13,9,0,0,2,24,,,,,,,,,
PIA,Jul-14,16,18,0,4,0,38,,,,,,,,,
PIA,Aug-14,41,7,0,0,2,50,,,,,,,,,
PIA,Sep-14,19,7,0,0,0,26,,,,,,,,,
PIA,Oct-14,10,9,7,9,0,35,,,,,,,,,
PIA,Nov-14,2,8,0,4,0,14,,,,,,,,,
PIA,Dec-14,4,10,0,0,0,14,,,,,,,,,
PIA,Jan-15,18,20,0,3,0,41,,,,,,,,,
PIA,Feb-15,8,22,0,0,2,32,,,,,,,,,
PIA,Mar-15,12,19,0,0,3,34,,,,,,,,,
PIA,Apr-15,5,3,0,0,3,11,,,,,,,,,
PIA,May-15,6,3,0,0,0,9,,,,,,,,,
PIA,Jun-15,14,3,0,0,0,17,,,,,,,,,
PIA,Jul-15,13,2,0,0,4,19,,,,,,,,,
PIA,Aug-15,10,3,0,0,2,15,,,,,,,,,
PIA,Sep-15,13,0,0,0,2,15,,,,,,,,,
PIA,Oct-15,0,10,2,0,0,12,,,,,,,,,
PIA,Nov-15,8,7,0,0,2,17,,,,,,,,,
PIA,Dec-15,19,4,0,0,0,23,,,,,,,,,
PIA,Jan-16,11,5,0,0,0,16,,,,,,,,,
PIA,Feb-16,9,8,0,0,0,17,,,,,,,,,
PIA,Mar-16,4,5,0,2,2,13,,,,,,,,,
PIA,Apr-16,4,3,0,0,0,7,,,,,,,,,
PIA,May-16,9,8,0,0,0,17,,,,,,,,,
PIA,Jun-16,4,0,0,0,0,4,,,,,,,,,
PIA,Jul-16,2,2,0,0,2,6,,,,,,,,,
PIA,Aug-16,6,4,0,1,0,11,,,,,,,,,
PIA,Sep-16,2,5,0,0,2,9,,,,,,,,,
PIA,Oct-16,1,1,0,0,0,2,,,,,,,,,
PIA,Nov-16,-1,3,0,0,2,4,,,,,,,,,
PIA,Dec-16,4,7,0,0,0,11,,,,,,,,,
PIA,Jan-17,15,6,0,0,0,21,,,,,,,,,
PIA,Feb-17,2,5,0,0,0,7,,,,,,,,,
PIA,Mar-17,14,2,0,0,0,16,,,,,,,,,
PIA,Apr-17,7,8,0,0,0,15,,,,,,,,,
PIA,May-17,2,13,0,0,0,15,,,,,,,,,
PIA,Jun-17,10,6,0,0,3,19,,,,,,,,,
PIA,Jul-17,7,9,0,0,5,21,,,,,,,,,
PIA,Aug-17,7,2,0,0,2,11,,,,,,,,,
PIA,Sep-17,-1,6,0,0,1,6,,,,,,,,,
PIA,Oct-17,4,4,0,0,0,8,,,,,,,,,
PIA,Nov-17,3,3,0,0,0,6,,,,,,,,,
PIA,Dec-17,11,2,0,0,0,13,,,,,,,,,
PIA,Jan-18,11,9,0,0,2,22,,,,,,,,,
PIA,Feb-18,19,8,2,0,0,29,,,,,,,,,
PIA,Mar-18,12,19,0,0,4,35,,,,,,,,,
PIA,Apr-18,6,22,0,0,0,28,,,,,,,,,
PIA,May-18,11,8,0,0,0,19,,,,,,,,,
PIA,Jun-18,20,9,0,0,3,32,,,,,,,,,
PIA,Jul-18,15,10,0,0,1,26,,,,,,,,,
PIA,Aug-18,10,13,0,0,0,23,,,,,,,,,
PIA,Sep-18,5,13,2,0,0,20,,,,,,,,,
PIA,Oct-18,10,12,0,0,0,22,,,,,,,,,
PIA,Nov-18,18,13,0,0,0,31,,,,,,,,,
PIB,Nov-14,0,0,0,0,0,0,,,,,,,,,
PIB,Dec-14,2,0,0,0,0,2,,,,,,,,,
PIB,Jan-15,1,0,0,0,0,1,,,,,,,,,
PIB,Feb-15,1,0,0,0,0,1,,,,,,,,,
PIB,Mar-15,0,0,0,0,0,0,,,,,,,,,
PIB,Apr-15,2,0,0,0,0,2,,,,,,,,,
PIB,May-15,2,0,0,0,0,2,,,,,,,,,
PIB,Jun-15,1,0,0,0,0,1,,,,,,,,,
PIB,Jul-15,0,0,0,0,0,0,,,,,,,,,
PIB,Aug-15,1,0,0,0,0,1,,,,,,,,,
PIB,Sep-15,1,0,0,0,0,1,,,,,,,,,
PIB,Oct-15,0,0,0,0,0,0,,,,,,,,,
PIB,Nov-15,1,0,0,0,0,1,,,,,,,,,
PIB,Dec-15,1,0,0,0,0,1,,,,,,,,,
PIB,Jan-16,0,0,0,0,0,0,,,,,,,,,
PIB,Feb-16,0,0,0,0,0,0,,,,,,,,,
PIB,Mar-16,2,0,0,0,0,2,,,,,,,,,
PIB,Apr-16,1,0,0,0,0,1,,,,,,,,,
PIB,May-16,0,0,0,0,0,0,,,,,,,,,
PIB,Jun-16,0,0,0,0,0,0,,,,,,,,,
PIB,Jul-16,3,0,0,0,0,3,,,,,,,,,
PIB,Aug-16,1,0,0,0,0,1,,,,,,,,,
PIB,Sep-16,1,0,0,0,0,1,,,,,,,,,
PIB,Oct-16,1,0,0,0,0,1,,,,,,,,,
PIB,Nov-16,1,0,0,0,0,1,,,,,,,,,
PIB,Dec-16,0,0,0,0,0,0,,,,,,,,,
PIB,Jan-17,0,1,0,0,0,1,,,,,,,,,
PIB,Feb-17,2,0,0,0,0,2,,,,,,,,,
PIB,Mar-17,2,0,0,0,0,2,,,,,,,,,
PIB,Apr-17,3,0,0,0,0,3,,,,,,,,,
PIB,May-17,4,0,0,0,0,4,,,,,,,,,
PIB,Jun-17,6,0,0,3,0,9,,,,,,,,,
PIB,Jul-17,1,3,0,0,0,4,,,,,,,,,
PIB,Aug-17,1,2,0,0,0,3,,,,,,,,,
PIB,Sep-17,0,2,0,0,0,2,,,,,,,,,
PIB,Oct-17,1,0,0,0,0,1,,,,,,,,,
PIB,Nov-17,1,0,0,0,0,1,,,,,,,,,
PIB,Dec-17,3,0,0,0,0,3,,,,,,,,,
PIB,Jan-18,1,2,0,0,0,3,,,,,,,,,
PIB,Feb-18,1,3,0,0,0,4,,,,,,,,,
PIB,Mar-18,0,1,0,0,0,1,,,,,,,,,
PIB,Apr-18,2,0,0,0,0,2,,,,,,,,,
PIB,May-18,2,0,0,0,0,2,,,,,,,,,
PIB,Jun-18,1,0,0,0,0,1,,,,,,,,,
PIB,Jul-18,3,0,0,0,0,3,,,,,,,,,
PIB,Aug-18,1,2,0,0,0,3,,,,,,,,,
PIB,Sep-18,4,0,0,0,0,4,,,,,,,,,
PIB,Oct-18,1,0,0,0,0,1,,,,,,,,,
PIB,Nov-18,1,0,0,0,0,1,,,,,,,,,
PIE,Jun-03,9,0,0,0,0,9,,,,,,,,,
PIE,Jul-03,30,3,0,0,0,33,,,,,,,,,
PIE,Aug-03,11,2,0,2,0,15,,,,,,,,,
PIE,Sep-03,3,2,0,0,0,5,,,,,,,,,
PIE,Oct-03,4,3,0,0,3,10,,,,,,,,,
PIE,Nov-03,19,5,0,5,0,29,,,,,,,,,
PIE,Dec-03,21,8,0,0,0,29,,,,,,,,,
PIE,Jan-04,12,5,0,0,0,17,,,,,,,,,
PIE,Feb-04,8,2,0,0,2,12,,,,,,,,,
PIE,Mar-04,10,7,0,0,0,17,,,,,,,,,
PIE,Apr-04,3,0,0,3,0,6,,,,,,,,,
PIE,May-04,21,1,0,0,0,22,,,,,,,,,
PIE,Jun-04,7,3,0,1,3,14,,,,,,,,,
PIE,Jul-04,28,6,0,0,3,37,,,,,,,,,
PIE,Aug-04,10,4,0,0,0,14,,,,,,,,,
PIE,Sep-04,3,1,0,0,0,4,,,,,,,,,
PIE,Oct-04,5,3,0,0,0,8,,,,,,,,,
PIE,Nov-04,3,6,0,0,0,9,,,,,,,,,
PIE,Dec-04,12,0,0,0,0,12,,,,,,,,,
PIE,Jan-05,13,0,0,0,0,13,,,,,,,,,
PIE,Feb-05,5,3,0,0,0,8,,,,,,,,,
PIE,Mar-05,8,10,0,0,0,18,,,,,,,,,
PIE,Apr-05,0,0,0,0,0,0,,,,,,,,,
PIE,Nov-10,0,0,0,0,0,0,,,,,,,,,
PIE,Dec-10,0,0,0,0,0,0,,,,,,,,,
PIE,Jan-11,4,0,0,0,0,4,,,,,,,,,
PIE,Feb-11,4,0,0,0,0,4,,,,,,,,,
PIE,Mar-11,3,0,0,0,0,3,,,,,,,,,
PIE,Apr-11,0,0,0,0,0,0,,,,,,,,,
PIE,May-11,0,0,0,0,0,0,,,,,,,,,
PIE,Jan-18,10,21,0,0,0,31,,,,,,,,,
PIE,Feb-18,-2,32,8,0,0,38,,,,,,,,,
PIE,Mar-18,5,28,0,0,0,33,,,,,,,,,
PIE,Apr-18,5,15,0,10,0,30,,,,,,,,,
PIE,May-18,14,8,0,0,0,22,,,,,,,,,
PIE,Jun-18,18,18,0,0,0,36,,,,,,,,,
PIE,Jul-18,28,9,0,9,0,46,,,,,,,,,
PIE,Aug-18,32,12,0,0,0,44,,,,,,,,,
PIE,Sep-18,2,8,0,0,0,10,,,,,,,,,
PIE,Oct-18,0,8,0,0,0,8,,,,,,,,,
PIE,Nov-18,24,14,0,0,7,45,,,,,,,,,
PIH,Jun-03,0,0,0,0,0,0,,,,,,,,,
PIH,Jul-03,0,0,0,0,0,0,,,,,,,,,
PIH,Aug-03,3,0,0,1,0,4,,,,,,,,,
PIH,Sep-03,0,0,0,0,0,0,,,,,,,,,
PIH,Oct-03,3,0,0,0,0,3,,,,,,,,,
PIH,Nov-03,1,0,2,0,0,3,,,,,,,,,
PIH,Dec-03,10,0,0,0,0,10,,,,,,,,,
PIH,Jan-04,7,0,3,0,0,10,,,,,,,,,
PIH,Feb-04,6,3,0,0,1,10,,,,,,,,,
PIH,Mar-04,5,0,0,0,0,5,,,,,,,,,
PIH,Apr-04,0,0,0,4,0,4,,,,,,,,,
PIH,May-04,3,0,0,1,1,5,,,,,,,,,
PIH,Jun-04,4,1,0,0,0,5,,,,,,,,,
PIH,Jul-04,1,2,0,0,0,3,,,,,,,,,
PIH,Aug-04,4,0,0,0,0,4,,,,,,,,,
PIH,Sep-04,4,0,0,0,0,4,,,,,,,,,
PIH,Oct-04,0,0,0,0,0,0,,,,,,,,,
PIH,Nov-04,8,0,0,0,0,8,,,,,,,,,
PIH,Dec-04,19,6,0,0,0,25,,,,,,,,,
PIH,Jan-05,9,3,3,0,0,15,,,,,,,,,
PIH,Feb-05,2,0,0,0,0,2,,,,,,,,,
PIH,Mar-05,4,0,0,2,0,6,,,,,,,,,
PIH,Apr-05,1,0,2,0,0,3,,,,,,,,,
PIH,May-05,0,0,0,0,0,0,,,,,,,,,
PIH,Jun-05,4,0,0,2,0,6,,,,,,,,,
PIH,Jul-05,0,0,0,0,0,0,,,,,,,,,
PIH,Aug-05,0,0,0,0,2,2,,,,,,,,,
PIH,Sep-05,0,0,0,0,0,0,,,,,,,,,
PIH,Oct-05,15,0,0,0,0,15,,,,,,,,,
PIH,Nov-05,3,0,0,0,0,3,,,,,,,,,
PIH,Dec-05,0,0,0,0,0,0,,,,,,,,,
PIH,Jan-06,3,0,0,0,0,3,,,,,,,,,
PIH,Feb-06,0,0,0,0,0,0,,,,,,,,,
PIH,Mar-06,0,0,0,0,0,0,,,,,,,,,
PIH,Apr-06,0,0,0,0,0,0,,,,,,,,,
PIH,May-06,0,0,0,0,0,0,,,,,,,,,
PIH,Jun-06,0,0,0,0,0,0,,,,,,,,,
PIH,Jul-06,0,0,0,1,0,1,,,,,,,,,
PIH,Aug-06,0,0,0,0,1,1,,,,,,,,,
PIH,Sep-06,1,0,0,0,0,1,,,,,,,,,
PIH,Oct-06,0,0,0,0,0,0,,,,,,,,,
PIH,Nov-06,0,0,0,0,0,0,,,,,,,,,
PIH,Dec-06,0,0,0,0,0,0,,,,,,,,,
PIH,Jan-07,0,0,0,0,0,0,,,,,,,,,
PIH,Feb-07,0,0,0,0,0,0,,,,,,,,,
PIH,Mar-07,0,0,0,0,0,0,,,,,,,,,
PIH,Apr-07,0,0,0,0,0,0,,,,,,,,,
PIH,May-07,1,0,0,0,0,1,,,,,,,,,
PIH,Jun-07,0,0,0,0,0,0,,,,,,,,,
PIH,Jul-07,0,0,0,0,0,0,,,,,,,,,
PIH,Aug-07,0,0,0,0,0,0,,,,,,,,,
PIH,Sep-07,0,0,0,0,0,0,,,,,,,,,
PIH,Oct-07,0,0,0,0,0,0,,,,,,,,,
PIH,Nov-07,0,0,0,0,0,0,,,,,,,,,
PIH,Dec-07,0,0,0,0,0,0,,,,,,,,,
PIH,Jan-08,0,0,0,0,0,0,,,,,,,,,
PIH,Feb-08,0,0,0,0,0,0,,,,,,,,,
PIH,Mar-08,3,0,0,0,0,3,,,,,,,,,
PIH,Apr-08,3,0,0,0,0,3,,,,,,,,,
PIH,May-08,1,0,0,0,0,1,,,,,,,,,
PIH,Jun-08,0,0,0,0,0,0,,,,,,,,,
PIH,Jul-08,1,0,0,0,0,1,,,,,,,,,
PIH,Aug-08,5,0,0,0,0,5,,,,,,,,,
PIH,Sep-08,0,0,0,0,0,0,,,,,,,,,
PIH,Oct-08,5,0,0,0,0,5,,,,,,,,,
PIH,Nov-08,4,0,0,4,0,8,,,,,,,,,
PIH,Dec-08,10,0,0,0,0,10,,,,,,,,,
PIH,Jan-09,7,0,0,0,0,7,,,,,,,,,
PIH,Feb-09,-2,0,0,0,6,4,,,,,,,,,
PIH,Mar-09,0,3,0,0,0,3,,,,,,,,,
PIH,Apr-09,3,0,0,0,0,3,,,,,,,,,
PIH,May-09,1,0,0,0,0,1,,,,,,,,,
PIH,Jun-09,3,0,0,0,2,5,,,,,,,,,
PIH,Jul-09,2,0,0,0,0,2,,,,,,,,,
PIH,Aug-09,2,0,0,0,2,4,,,,,,,,,
PIH,Sep-09,0,1,0,1,0,2,,,,,,,,,
PIH,Oct-09,2,0,3,1,0,6,,,,,,,,,
PIH,Nov-09,0,6,0,0,0,6,,,,,,,,,
PIH,Dec-09,22,0,0,0,0,22,,,,,,,,,
PIH,Jan-10,8,0,0,0,0,8,,,,,,,,,
PIH,Feb-10,6,0,0,0,0,6,,,,,,,,,
PIH,Mar-10,4,0,0,0,0,4,,,,,,,,,
PIH,Apr-10,3,0,0,0,0,3,,,,,,,,,
PIH,May-10,1,0,0,0,0,1,,,,,,,,,
PIH,Jun-10,2,0,0,0,0,2,,,,,,,,,
PIH,Jul-10,2,0,0,0,0,2,,,,,,,,,
PIH,Aug-10,5,0,0,0,0,5,,,,,,,,,
PIH,Sep-10,1,0,0,4,1,6,,,,,,,,,
PIH,Oct-10,1,0,0,0,0,1,,,,,,,,,
PIH,Nov-10,8,0,0,0,0,8,,,,,,,,,
PIH,Dec-10,8,0,0,0,0,8,,,,,,,,,
PIH,Jan-11,8,0,0,0,0,8,,,,,,,,,
PIH,Feb-11,2,0,0,0,0,2,,,,,,,,,
PIH,Mar-11,2,0,0,0,0,2,,,,,,,,,
PIH,Apr-11,4,0,0,0,0,4,,,,,,,,,
PIH,May-11,2,0,0,0,0,2,,,,,,,,,
PIH,Jun-11,1,0,0,0,0,1,,,,,,,,,
PIH,Jul-11,1,0,0,0,0,1,,,,,,,,,
PIH,Aug-11,0,0,0,0,0,0,,,,,,,,,
PIH,Sep-11,0,0,0,0,0,0,,,,,,,,,
PIH,Oct-11,0,0,0,0,0,0,,,,,,,,,
PIH,Nov-11,4,0,0,0,0,4,,,,,,,,,
PIH,Dec-11,7,0,0,0,0,7,,,,,,,,,
PIH,Jan-12,9,0,0,0,0,9,,,,,,,,,
PIH,Feb-12,2,0,0,0,0,2,,,,,,,,,
PIH,Mar-12,2,0,0,0,0,2,,,,,,,,,
PIH,Apr-12,0,3,0,0,0,3,,,,,,,,,
PIH,May-12,0,0,0,0,0,0,,,,,,,,,
PIH,Jun-12,0,0,0,0,0,0,,,,,,,,,
PIH,Jul-12,2,0,0,0,0,2,,,,,,,,,
PIH,Aug-12,0,0,0,0,0,0,,,,,,,,,
PIH,Sep-12,0,0,0,0,0,0,,,,,,,,,
PIH,Oct-12,2,0,0,0,0,2,,,,,,,,,
PIH,Nov-12,5,0,0,0,0,5,,,,,,,,,
PIH,Dec-12,5,0,0,0,0,5,,,,,,,,,
PIH,Jan-13,4,0,0,0,4,8,,,,,,,,,
PIH,Feb-13,4,0,0,0,0,4,,,,,,,,,
PIH,Mar-13,2,0,0,0,0,2,,,,,,,,,
PIH,Apr-13,0,0,0,0,0,0,,,,,,,,,
PIH,May-13,1,0,0,0,0,1,,,,,,,,,
PIH,Jun-13,0,0,0,0,0,0,,,,,,,,,
PIH,Jul-13,0,0,0,0,0,0,,,,,,,,,
PIH,Aug-13,4,0,0,0,0,4,,,,,,,,,
PIH,Sep-13,0,0,0,0,3,3,,,,,,,,,
PIH,Oct-13,3,0,0,0,0,3,,,,,,,,,
PIH,Nov-13,0,0,0,0,3,3,,,,,,,,,
PIH,Dec-13,12,0,0,0,0,12,,,,,,,,,
PIH,Jan-14,2,6,0,0,0,8,,,,,,,,,
PIH,Feb-14,7,0,0,0,0,7,,,,,,,,,
PIH,Mar-14,0,0,0,1,0,1,,,,,,,,,
PIH,Apr-14,2,0,0,0,0,2,,,,,,,,,
PIH,May-14,2,0,0,0,0,2,,,,,,,,,
PIH,Jun-14,2,0,0,0,0,2,,,,,,,,,
PIH,Jul-14,2,0,0,0,0,2,,,,,,,,,
PIH,Aug-14,0,0,0,0,0,0,,,,,,,,,
PIH,Sep-14,2,0,0,0,0,2,,,,,,,,,
PIH,Oct-14,0,0,0,0,0,0,,,,,,,,,
PIH,Nov-14,0,0,0,0,3,3,,,,,,,,,
PIH,Dec-14,-1,0,0,0,5,4,,,,,,,,,
PIH,Jan-15,3,0,0,0,0,3,,,,,,,,,
PIH,Feb-15,1,0,0,0,0,1,,,,,,,,,
PIH,Mar-15,1,0,0,0,0,1,,,,,,,,,
PIH,Apr-15,1,0,0,0,0,1,,,,,,,,,
PIH,May-15,0,0,0,0,0,0,,,,,,,,,
PIH,Jun-15,2,0,0,0,0,2,,,,,,,,,
PIH,Jul-15,1,0,0,0,0,1,,,,,,,,,
PIH,Aug-15,1,0,0,0,0,1,,,,,,,,,
PIH,Sep-15,0,2,0,0,0,2,,,,,,,,,
PIH,Oct-15,2,0,0,0,0,2,,,,,,,,,
PIH,Nov-15,5,0,0,0,0,5,,,,,,,,,
PIH,Dec-15,10,0,0,0,0,10,,,,,,,,,
PIH,Jan-16,7,0,0,0,0,7,,,,,,,,,
PIH,Feb-16,3,0,0,0,0,3,,,,,,,,,
PIH,Mar-16,5,0,0,0,0,5,,,,,,,,,
PIH,Apr-16,0,0,0,0,0,0,,,,,,,,,
PIH,May-16,0,0,0,0,0,0,,,,,,,,,
PIH,Jun-16,0,0,0,0,0,0,,,,,,,,,
PIH,Jul-16,1,0,0,0,0,1,,,,,,,,,
PIH,Aug-16,3,0,0,0,0,3,,,,,,,,,
PIH,Sep-16,0,0,0,0,0,0,,,,,,,,,
PIH,Oct-16,0,0,0,0,0,0,,,,,,,,,
PIH,Nov-16,3,0,0,0,0,3,,,,,,,,,
PIH,Dec-16,-3,8,0,8,0,13,,,,,,,,,
PIH,Jan-17,11,0,0,0,0,11,,,,,,,,,
PIH,Feb-17,5,0,0,0,0,5,,,,,,,,,
PIH,Mar-17,1,0,0,0,0,1,,,,,,,,,
PIH,Apr-17,0,0,0,8,0,8,,,,,,,,,
PIH,May-17,4,0,0,0,0,4,,,,,,,,,
PIH,Jun-17,1,0,0,0,0,1,,,,,,,,,
PIH,Jul-17,0,0,0,0,0,0,,,,,,,,,
PIH,Aug-17,1,0,0,0,0,1,,,,,,,,,
PIH,Sep-17,3,0,0,0,0,3,,,,,,,,,
PIH,Oct-17,1,0,0,0,0,1,,,,,,,,,
PIH,Nov-17,2,0,0,0,0,2,,,,,,,,,
PIH,Dec-17,12,0,0,0,0,12,,,,,,,,,
PIH,Jan-18,0,7,0,0,0,7,,,,,,,,,
PIH,Feb-18,7,6,0,0,0,13,,,,,,,,,
PIH,Mar-18,5,0,0,0,0,5,,,,,,,,,
PIH,Apr-18,2,0,0,0,0,2,,,,,,,,,
PIH,May-18,5,0,0,0,0,5,,,,,,,,,
PIH,Jun-18,3,0,0,0,0,3,,,,,,,,,
PIH,Jul-18,3,0,0,0,0,3,,,,,,,,,
PIH,Aug-18,7,0,0,0,0,7,,,,,,,,,
PIH,Sep-18,0,0,0,2,0,2,,,,,,,,,
PIH,Oct-18,4,0,0,0,0,4,,,,,,,,,
PIH,Nov-18,0,1,0,0,0,1,,,,,,,,,
PIR,Nov-07,0,0,0,0,0,0,,,,,,,,,
PIR,Dec-07,0,0,0,0,0,0,,,,,,,,,
PIR,Nov-08,0,0,0,0,0,0,,,,,,,,,
PIR,Dec-08,0,0,0,0,0,0,,,,,,,,,
PIR,Oct-09,0,0,0,0,0,0,,,,,,,,,
PIR,Nov-09,1,0,0,0,0,1,,,,,,,,,
PIR,Dec-09,0,0,0,0,0,0,,,,,,,,,
PIT,Jun-03,216,45,0,1,24,286,,,,,,,,,
PIT,Jul-03,617,46,0,10,25,698,,,,,,,,,
PIT,Aug-03,460,55,24,12,10,561,,,,,,,,,
